Gene,adj_F_pval_well
TCP11L1,1.0
LINC00294,1.0
CSTF3,1.0
CSTF3-DT,1.0
HIPK3,1.0
FBXO3,1.0
CAPRIN1,1.0
NAT10,1.0
ABTB2,1.0
CAT,1.0
APIP,1.0
PDHX,1.0
CD44-AS1,1.0
TRIM44,1.0
MICAL2,1.0
COMMD9,1.0
AC021723.2,1.0
API5,1.0
AC087276.2,1.0
TTC17,1.0
AC087276.3,1.0
AC068205.2,1.0
HSD17B12,1.0
AC087521.2,1.0
ALKBH3,1.0
ALKBH3-AS1,1.0
ACCS,1.0
EXT2,1.0
AC010768.2,1.0
TSPAN18,1.0
C11orf74,1.0
PTPMT1,1.0
DKK3,1.0
AC104383.2,1.0
MUC6,1.0
TOLLIP,1.0
TOLLIP-AS1,1.0
BRSK2,1.0
MOB2,1.0
DUSP8,1.0
KRTAP5-AS1,1.0
IFITM10,1.0
TNNI2,1.0
MRPL23,1.0
ASCL2,1.0
C11orf21,1.0
CD81-AS1,1.0
TSSC4,1.0
KCNQ1OT1,1.0
CDKN1C,1.0
SLC22A18AS,1.0
SLC22A18,1.0
PHLDA2,1.0
AC131971.1,1.0
OSBPL5,1.0
ZNF195,1.0
AC127526.1,1.0
AC127526.2,1.0
CHRNA10,1.0
NUP98,1.0
PGAP2,1.0
RHOG,1.0
AC090587.1,1.0
AP2A2,1.0
STIM1,1.0
CHID1,1.0
TSPAN4,1.0
PKP3,1.0
SIGIRR,1.0
ANO9,1.0
PTDSS2,1.0
RNH1,1.0
AC137894.3,1.0
HRAS,1.0
LRRC56,1.0
LMNTD2,1.0
RASSF7,1.0
MIR210HG,1.0
PHRF1,1.0
IRF7,1.0
CDHR5,1.0
SCT,1.0
DRD4,1.0
DEAF1,1.0
AC131934.1,1.0
EPS8L2,1.0
TMEM80,1.0
GATD1,1.0
AP006621.3,1.0
CEND1,1.0
SLC25A22,1.0
PANO1,1.0
PIDD1,1.0
PNPLA2,1.0
AP006621.1,1.0
CRACR2B,1.0
AP006623.1,1.0
AC090587.2,1.0
RRM1,1.0
LINC02749,1.0
TRIM66,1.0
AC091053.2,1.0
RPL27A,1.0
ST5,1.0
AKIP1,1.0
C11orf16,1.0
TMEM9B,1.0
TMEM9B-AS1,1.0
NRIP3,1.0
DENND5A,1.0
TMEM41B,1.0
IPO7,1.0
AC132192.1,1.0
AC132192.2,1.0
ZNF143,1.0
WEE1,1.0
SWAP70,1.0
SBF2-AS1,1.0
SBF2,1.0
AMPD3,1.0
MTRNR2L8,1.0
RNF141,1.0
MRVI1-AS1,1.0
CTR9,1.0
EIF4G2,1.0
AC116535.1,1.0
ZBED5,1.0
ZBED5-AS1,1.0
CSNK2A3,1.0
STK33,1.0
RIC3,1.0
TUB,1.0
EIF3F,1.0
TRIM21,1.0
OR52I2,1.0
OR52I1,1.0
TRIM68,1.0
AC104389.5,1.0
TRIM34,1.0
TRIM5,1.0
TRIM22,1.0
FAM160A2,1.0
CNGA4,1.0
CAVIN3,1.0
AC068733.3,1.0
SMPD1,1.0
APBB1,1.0
USP47,1.0
TRIM3,1.0
TIMM10B,1.0
DNHD1,1.0
RRP8,1.0
AC091564.2,1.0
ILK,1.0
TAF10,1.0
TPP1,1.0
AC091564.6,1.0
DCHS1,1.0
MRPL17,1.0
ZNF215,1.0
AC107884.1,1.0
PPFIBP2,1.0
AC044810.2,1.0
ARFIP2,1.0
KBTBD4,1.0
KF459542.1,1.0
C1QTNF4,1.0
RNASEH2C,1.0
AP001266.2,1.0
AP5B1,1.0
SNX32,1.0
MUS81,1.0
EFEMP2,1.0
FIBP,1.0
CCDC85B,1.0
FOSL1,1.0
C11orf68,1.0
DRAP1,1.0
SART1,1.0
EIF1AD,1.0
CST6,1.0
CATSPER1,1.0
SF3B2,1.0
PACS1,1.0
AP000759.1,1.0
KLC2,1.0
AP001107.4,1.0
AP001107.1,1.0
AP001107.2,1.0
CNIH2,1.0
YIF1A,1.0
AP001107.3,1.0
RIN1,1.0
AP001107.6,1.0
BRMS1,1.0
B4GAT1,1.0
KAT5,1.0
AP001107.9,1.0
RELA-DT,1.0
SIPA1,1.0
SAC3D1,1.0
NAALADL1,1.0
CDCA5,1.0
ZFPL1,1.0
TMEM262,1.0
VPS51,1.0
AP003068.1,1.0
TM7SF2,1.0
ZNHIT2,1.0
SYVN1,1.0
MRPL49,1.0
AP003068.2,1.0
CAPN1,1.0
AP000944.6,1.0
POLA2,1.0
AP000944.7,1.0
CDC42EP2,1.0
DPF2,1.0
TIGD3,1.0
SLC25A45,1.0
FRMD8,1.0
SCYL1,1.0
LTBP3,1.0
SSSCA1-AS1,1.0
ZNRD2,1.0
FAM89B,1.0
EHBP1L1,1.0
MAP3K11,1.0
PCNX3,1.0
RELA,1.0
SLC29A2,1.0
MRPL11,1.0
PELI3,1.0
NUDT8,1.0
TBX10,1.0
ACY3,1.0
UNC93B1,1.0
AC004923.4,1.0
AP002807.1,1.0
CHKA,1.0
KMT5B,1.0
C11orf24,1.0
AP002813.1,1.0
LRP5,1.0
PPP6R3,1.0
AP003096.1,1.0
TESMIN,1.0
CPT1A,1.0
MRPL21,1.0
IGHMBP2,1.0
TPCN2,1.0
CCND1,1.0
LTO1,1.0
FADD,1.0
AP000879.1,1.0
PPFIA1,1.0
AP002336.2,1.0
AP000487.1,1.0
CTTN,1.0
DHCR7,1.0
AP002387.2,1.0
NADSYN1,1.0
PITPNM1,1.0
AIP,1.0
TMEM134,1.0
CABP4,1.0
AP002748.4,1.0
DPP3,1.0
BBS1,1.0
AP002748.6,1.0
ZDHHC24,1.0
CTSF,1.0
CCDC87,1.0
CCS,1.0
RBM14,1.0
RBM4,1.0
RBM4B,1.0
C11orf80,1.0
RCE1,1.0
PC,1.0
SNX15,1.0
LRFN4,1.0
AP001885.3,1.0
GRK2,1.0
ANKRD13D,1.0
SSH3,1.0
AP001885.2,1.0
RAD9A,1.0
POLD4,1.0
CLCF1,1.0
TBC1D10C,1.0
CARNS1,1.0
RPS6KB2,1.0
RPS6KB2-AS1,1.0
CORO1B,1.0
GPR152,1.0
KDM2A,1.0
ARL2,1.0
PPP2R5B,1.0
ATG2A,1.0
ZP1,1.0
PRPF19,1.0
AP003721.4,1.0
TMEM109,1.0
VPS37C,1.0
VWCE,1.0
DDB1,1.0
TKFC,1.0
CYB561A3,1.0
TMEM138,1.0
TMEM216,1.0
CPSF7,1.0
SDHAF2,1.0
PPP1R32,1.0
FADS1,1.0
FADS3,1.0
BEST1,1.0
INCENP,1.0
ASRGL1,1.0
AP003064.2,1.0
AP001363.2,1.0
EEF1G,1.0
TUT1,1.0
MTA2,1.0
EML3,1.0
ROM1,1.0
B3GAT3,1.0
GANAB,1.0
INTS5,1.0
CCDC86,1.0
MS4A13,1.0
TCN1,1.0
MRPL16,1.0
MTCH2,1.0
AGBL2,1.0
FNBP4,1.0
NUP160,1.0
TNKS1BP1,1.0
SSRP1,1.0
SLC43A3,1.0
RTN4RL2,1.0
SLC43A1,1.0
TIMM10,1.0
SMTNL1,1.0
CLP1,1.0
ZDHHC5,1.0
MED19,1.0
C11orf98,1.0
TMX2,1.0
AP003557.2,1.0
AP003557.1,1.0
ZFP91,1.0
AP001350.1,1.0
GLYAT,1.0
GLYATL1,1.0
FAM111B,1.0
FAM111A-DT,1.0
FAM111A,1.0
LINC02739,1.0
AP000442.1,1.0
OSBP,1.0
PATL1,1.0
AP000640.2,1.0
CTNND1,1.0
BCAT1,1.0
LBHD1,1.0
UQCC3,1.0
MACROD1,1.0
AP000721.2,1.0
FERMT3,1.0
TRPT1,1.0
NUDT22,1.0
AP001453.1,1.0
DNAJC4,1.0
VEGFB,1.0
AP001453.3,1.0
PPP1R14B,1.0
PPP1R14B-AS1,1.0
AP001453.2,1.0
PLCB3,1.0
BAD,1.0
GPR137,1.0
CATSPERZ,1.0
ESRRA,1.0
TRMT112,1.0
AP003774.2,1.0
CCDC88B,1.0
RPS6KA4,1.0
PYGM,1.0
SF1,1.0
AP001462.1,1.0
MAP4K2,1.0
MEN1,1.0
CDC42BPG,1.0
EHD1,1.0
MIR194-2HG,1.0
OTUB1,1.0
NAA40,1.0
RCOR2,1.0
MARK2,1.0
UBXN1,1.0
BSCL2,1.0
GNG3,1.0
HNRNPUL2,1.0
TTC9C,1.0
ZBTB3,1.0
POLR2G,1.0
AP001160.2,1.0
TAF6L,1.0
TMEM223,1.0
AP001160.3,1.0
TMEM179B,1.0
NXF1,1.0
STX5,1.0
CSKMT,1.0
AP001160.1,1.0
WDR74,1.0
SNHG1,1.0
SLC3A2,1.0
SLC22A24,1.0
SLC22A25,1.0
PLAAT5,1.0
LGALS12,1.0
PLAAT4,1.0
PLAAT2,1.0
ATL3,1.0
AP000753.2,1.0
RTN3,1.0
C11orf95,1.0
SPINDOC,1.0
TEX54,1.0
PRMT5,1.0
LRMP,1.0
CASC1,1.0
FBRSL1,1.0
POLE,1.0
PXMP2,1.0
PGAM5,1.0
ANKLE2,1.0
GOLGA3,1.0
CHFR,1.0
AC127070.1,1.0
ZNF605,1.0
ZNF26,1.0
ZNF84-DT,1.0
ZNF84,1.0
ZNF140,1.0
ZNF891,1.0
AC026786.2,1.0
ZNF10,1.0
ZNF268,1.0
TPTE2,1.0
MPHOSPH8,1.0
PSPC1,1.0
ZMYM5,1.0
AL355001.1,1.0
AL355001.2,1.0
ZMYM2,1.0
GJB6,1.0
CRYL1,1.0
IFT88,1.0
AL161772.1,1.0
IL17D,1.0
AC138466.1,1.0
EEF1AKMT1,1.0
LINC02361,1.0
DDX51,1.0
TCTN2,1.0
ATP6V0A2,1.0
AC117503.5,1.0
DNAH10,1.0
CCDC92,1.0
DNAH10OS,1.0
AC068790.2,1.0
ZNF664,1.0
RFLNA,1.0
NCOR2,1.0
SCARB1,1.0
UBC,1.0
DHX37,1.0
BRI3BP,1.0
THRIL,1.0
AACS,1.0
LINC00943,1.0
LINC00944,1.0
SLC15A4,1.0
STX2,1.0
AC073912.1,1.0
ADGRD1,1.0
AC073578.1,1.0
SFSWAP,1.0
ULK1,1.0
AC131009.1,1.0
PUS1,1.0
EP400,1.0
AC137590.1,1.0
NOC4L,1.0
XPO4,1.0
LATS2,1.0
LATS2-AS1,1.0
POLR1D,1.0
PAN3-AS1,1.0
PAN3,1.0
FLT1,1.0
POMP,1.0
SLC46A3,1.0
MTUS2,1.0
SLC7A1,1.0
UBL3,1.0
KATNAL1,1.0
LINC00427,1.0
LINC00426,1.0
LINC01058,1.0
USPL1,1.0
LINC00398,1.0
HSPH1,1.0
B3GLCT,1.0
FRY,1.0
FRY-AS1,1.0
BRCA2,1.0
N4BP2L1,1.0
N4BP2L2,1.0
N4BP2L2-IT2,1.0
PDS5B,1.0
STARD13,1.0
AL139383.1,1.0
RFC3,1.0
AL161891.1,1.0
LINC02343,1.0
LNX2,1.0
MTIF3,1.0
LINC01079,1.0
RASL11A,1.0
SAP18,1.0
SKA3,1.0
MRPL57,1.0
LINC00539,1.0
ZDHHC20,1.0
MICU2,1.0
SACS,1.0
MIPEP,1.0
PCOTH,1.0
AL445985.2,1.0
SPATA13,1.0
SPATA13-AS1,1.0
C1QTNF9,1.0
PARP4,1.0
GTF2H3,1.0
AL359538.4,1.0
CENPJ,1.0
PABPC3,1.0
MTMR6,1.0
AL590787.1,1.0
NUP58,1.0
ATP8A2,1.0
RNF6,1.0
AL138966.2,1.0
CDK8,1.0
USP12,1.0
USP12-AS1,1.0
USP12-AS2,1.0
LINC02340,1.0
RPL21,1.0
RNF17,1.0
LINC00457,1.0
EIF2B1,1.0
TMED2,1.0
TPCN1,1.0
SLC8B1,1.0
PLBD2,1.0
SDS,1.0
SDSL,1.0
LINC01234,1.0
RBM19,1.0
AC009731.1,1.0
AC073863.1,1.0
MED13L,1.0
LINC00173,1.0
MAP1LC3B2,1.0
C12orf49,1.0
FBXW8,1.0
AC127164.1,1.0
TESC-AS1,1.0
FBXO21,1.0
RFC5,1.0
WSB2,1.0
VSIG10,1.0
PEBP1,1.0
TAOK3,1.0
SUDS3,1.0
PRKAB1,1.0
CIT,1.0
BICDL1,1.0
RAB35,1.0
AC004812.2,1.0
GCN1,1.0
IQCD,1.0
PXN-AS1,1.0
AC089999.1,1.0
DDX54,1.0
ARPC3,1.0
GPN3,1.0
FAM216A,1.0
VPS29,1.0
RAD9B,1.0
PPTC7,1.0
TCTN1,1.0
HVCN1,1.0
PPP1CC,1.0
PHETA1,1.0
SH2B3,1.0
ATXN2,1.0
ATXN2-AS,1.0
BRAP,1.0
ACAD10,1.0
ALDH2,1.0
MAPKAPK5-AS1,1.0
MAPKAPK5,1.0
TMEM116,1.0
ERP29,1.0
AC073575.2,1.0
NAA25,1.0
HECTD4,1.0
PTPN11,1.0
OAS1,1.0
AC004551.1,1.0
OAS3,1.0
OAS2,1.0
CFAP73,1.0
RITA1,1.0
AC004263.2,1.0
AC004263.1,1.0
SIRT4,1.0
BCL7A,1.0
MLXIP,1.0
B3GNT4,1.0
DIABLO,1.0
VPS33A,1.0
CLIP1,1.0
CLIP1-AS1,1.0
ZCCHC8,1.0
RSRC2,1.0
KNTC1,1.0
DENR,1.0
CCDC62,1.0
HIP1R,1.0
VPS37B,1.0
AC027290.1,1.0
ABCB9,1.0
OGFOD2,1.0
ARL6IP4,1.0
PITPNM2,1.0
MPHOSPH9,1.0
C12orf65,1.0
CDK2AP1,1.0
SBNO1,1.0
SBNO1-AS1,1.0
KMT5A,1.0
RILPL2,1.0
SNRNP35,1.0
RILPL1,1.0
TMED2-DT,1.0
PSMD9,1.0
HPD,1.0
SETD1B,1.0
AC084018.2,1.0
PLA2G1B,1.0
TRIAP1,1.0
GATC,1.0
SRSF9,1.0
DYNLL1,1.0
NRAV,1.0
COQ5,1.0
RNF10,1.0
POP5,1.0
MLEC,1.0
UNC119B,1.0
ACADS,1.0
AC069234.1,1.0
SPPL3,1.0
DDX55,1.0
C12orf43,1.0
P2RX7,1.0
P2RX4,1.0
CAMKK2,1.0
ANAPC5,1.0
AC048337.1,1.0
RNF34,1.0
KDM2B,1.0
KDM2B-DT,1.0
ORAI1,1.0
MORN3,1.0
AC084018.4,1.0
TMEM120B,1.0
RHOF,1.0
LINC01089,1.0
OASL,1.0
ANAPC7,1.0
NBEA,1.0
CCNA1,1.0
AL353697.1,1.0
GGACT,1.0
AL356966.1,1.0
TMTC4,1.0
FGF14-IT1,1.0
FGF14-AS2,1.0
TPP2,1.0
CCDC168,1.0
LINC00283,1.0
POGLUT2,1.0
BIVM,1.0
ERCC5,1.0
EFNB2,1.0
AL138689.2,1.0
ARGLU1,1.0
LINC00551,1.0
LIG4,1.0
ABHD13,1.0
TNFSF13B,1.0
AL163541.1,1.0
IRS2,1.0
AL162497.1,1.0
RAB20,1.0
NAXD,1.0
CARS2,1.0
ING1,1.0
ANKRD10,1.0
ANKRD10-IT1,1.0
ARHGEF7,1.0
PCCA,1.0
TEX29,1.0
PCCA-DT,1.0
CLYBL,1.0
LINC01068,1.0
AL590807.1,1.0
AL162493.1,1.0
AL445207.1,1.0
MIR17HG,1.0
GPC5,1.0
GPC6,1.0
TGDS,1.0
GPR180,1.0
ABCC4,1.0
DZIP1,1.0
DNAJC3-DT,1.0
DNAJC3,1.0
MBNL2,1.0
AL161430.1,1.0
AL442067.3,1.0
RAP2A,1.0
IPO5,1.0
FARP1,1.0
STK24,1.0
DOCK9,1.0
UBAC2-AS1,1.0
UBAC2,1.0
GPR18,1.0
AL136961.1,1.0
TM9SF2,1.0
LINC01232,1.0
AL139035.1,1.0
LINC00449,1.0
AL137139.2,1.0
AL359649.1,1.0
TUBGCP3,1.0
AL139384.1,1.0
PNP,1.0
ANG,1.0
RNASE4,1.0
RNASE6,1.0
METTL17,1.0
AL161668.3,1.0
NDRG2,1.0
ARHGEF40,1.0
ZNF219,1.0
LINC00641,1.0
RPGRIP1,1.0
SUPT16H,1.0
AL135744.1,1.0
CHD8,1.0
RAB2B,1.0
TOX4,1.0
METTL3,1.0
SALL2,1.0
AC244502.1,1.0
LINC02332,1.0
AC243965.1,1.0
ABHD4,1.0
AL160314.2,1.0
OXA1L,1.0
SLC7A7,1.0
MRPL52,1.0
LRP10,1.0
REM2,1.0
RBM23,1.0
PIP4P1,1.0
APEX1,1.0
AL355075.2,1.0
OSGEP,1.0
ATP11A,1.0
ATP11A-AS1,1.0
MCF2L,1.0
F10-AS1,1.0
PROZ,1.0
PCID2,1.0
CUL4A,1.0
LAMP1,1.0
DCUN1D2,1.0
DCUN1D2-AS,1.0
TMCO3,1.0
AL442125.1,1.0
TFDP1,1.0
GAS6-AS1,1.0
RBM26-AS1,1.0
GAS6,1.0
CFAP97D2,1.0
CDC16,1.0
AL160396.2,1.0
CHAMP1,1.0
LINC01054,1.0
TTC5,1.0
AL356019.2,1.0
CCNB1IP1,1.0
AL355075.6,1.0
AL355075.4,1.0
PARP2,1.0
AL355075.1,1.0
TEP1,1.0
KLHL33,1.0
C13orf46,1.0
SPART-AS1,1.0
OBI1,1.0
EDNRB-AS1,1.0
NRAD1,1.0
TSC22D1,1.0
TSC22D1-AS1,1.0
NUFIP1,1.0
AL359706.1,1.0
GPALPP1,1.0
GTF2F2,1.0
AL138963.4,1.0
TPT1-AS1,1.0
AL138963.1,1.0
SLC25A30,1.0
SLC25A30-AS1,1.0
COG3,1.0
ZC3H13,1.0
CPB2-AS1,1.0
LRRC63,1.0
AL138686.1,1.0
LRCH1,1.0
ESD,1.0
SUCLA2,1.0
LINC00562,1.0
AL157369.1,1.0
SUCLA2-AS1,1.0
NUDT15,1.0
AL158196.1,1.0
MED4,1.0
MED4-AS1,1.0
RB1-DT,1.0
AL157813.2,1.0
LACC1,1.0
AL157813.1,1.0
CCDC122,1.0
DNAJC15,1.0
RFXAP,1.0
SMAD9,1.0
ALG5,1.0
EXOSC8,1.0
SUPT20H,1.0
LINC02334,1.0
LINC00571,1.0
UFM1,1.0
PROSER1,1.0
NHLRC3,1.0
AL354809.1,1.0
LHFPL6,1.0
COG6,1.0
LINC00598,1.0
CCDC113,1.0
MRPS31,1.0
SLC25A15,1.0
ELF1,1.0
WBP4,1.0
KBTBD6,1.0
AL354696.2,1.0
KBTBD7,1.0
MTRF1,1.0
NAA16,1.0
VWA8,1.0
DGKH,1.0
AKAP11,1.0
TNFSF11,1.0
EPSTI1,1.0
ENOX1,1.0
LINC00462,1.0
CYSLTR2,1.0
AL161421.1,1.0
AL139089.1,1.0
SUGT1,1.0
CNMD,1.0
DIAPH3,1.0
TDRD3,1.0
LINC00378,1.0
PCDH9,1.0
KLHL1,1.0
MZT1,1.0
BORA,1.0
DIS3,1.0
PIBF1,1.0
KLF5,1.0
KLF12,1.0
AL159972.1,1.0
LINC00381,1.0
TBC1D4,1.0
COMMD6,1.0
UCHL3,1.0
LMO7-AS1,1.0
LMO7,1.0
AL136441.1,1.0
AC000403.1,1.0
CLN5,1.0
FBXL3,1.0
MYCBP2-AS1,1.0
MYCBP2,1.0
AL159158.1,1.0
SLAIN1,1.0
HNRNPA1L2,1.0
CKAP2,1.0
AL359513.1,1.0
VPS36,1.0
FNDC3A,1.0
CDADC1,1.0
CAB39L,1.0
SETDB2,1.0
PHF11,1.0
RCBTB1,1.0
ARL11,1.0
EBPL,1.0
KPNA3,1.0
AL136301.1,1.0
SPRYD7,1.0
TRIM13,1.0
DLEU1,1.0
AL137060.3,1.0
OBI1-AS1,1.0
DLEU7,1.0
RNASEH2B,1.0
C13orf42,1.0
FAM124A,1.0
SERPINE3,1.0
INTS6,1.0
INTS6-AS1,1.0
WDFY2,1.0
DHRS12,1.0
AL162377.1,1.0
TMEM272,1.0
ALG11,1.0
NEK5,1.0
NEK3,1.0
THSD1,1.0
RNASEH2B-AS1,1.0
ATP2A2,1.0
IFT81,1.0
C12orf76,1.0
CELA1,1.0
GALNT6,1.0
SLC4A8,1.0
SCN8A,1.0
AC068987.2,1.0
FIGNL2,1.0
ACVR1B,1.0
GRASP,1.0
NR4A1,1.0
AC025259.3,1.0
ATG101,1.0
KRT7-AS,1.0
AC121757.2,1.0
AC121757.1,1.0
KRT73-AS1,1.0
KRT2,1.0
AC068888.2,1.0
AC068888.1,1.0
TNS2,1.0
SPRYD3,1.0
IGFBP6,1.0
SOAT2,1.0
CSAD,1.0
ZNF740,1.0
RARG,1.0
MFSD5,1.0
ESPL1,1.0
PFDN5,1.0
AC073611.1,1.0
SMAGP,1.0
C12orf10,1.0
DAZAP2,1.0
TFCP2,1.0
AC125611.3,1.0
AC125611.4,1.0
PRPH,1.0
TROAP,1.0
SPATS2,1.0
KCNH3,1.0
MCRS1,1.0
PRPF40B,1.0
FAM186B,1.0
FMNL3,1.0
NCKAP5L,1.0
BCDIN3D-AS1,1.0
BCDIN3D,1.0
RACGAP1,1.0
ASIC1,1.0
SMARCD1,1.0
COX14,1.0
AC074032.1,1.0
CERS5,1.0
AC008147.2,1.0
AC008147.1,1.0
LARP4,1.0
DIP2B,1.0
ATF1,1.0
METTL7A,1.0
HIGD1C,1.0
SLC11A2,1.0
LETMD1,1.0
CSRNP2,1.0
POU6F1,1.0
AAAS,1.0
SP1,1.0
PRR13,1.0
DGKA,1.0
PMEL,1.0
CDK2,1.0
RAB5B,1.0
IKZF4,1.0
AC034102.3,1.0
ERBB3,1.0
AC034102.4,1.0
ESYT1,1.0
ZC3H10,1.0
AC034102.6,1.0
AC034102.5,1.0
SMARCC2,1.0
AC073896.4,1.0
RNF41,1.0
ANKRD52,1.0
COQ10A,1.0
CS,1.0
AC073896.2,1.0
CNPY2,1.0
PAN2,1.0
IL23A,1.0
STAT2,1.0
TIMELESS,1.0
MIP,1.0
SPRYD4,1.0
GLS2,1.0
RBMS2,1.0
BAZ2A,1.0
PYM1,1.0
DNAJC14,1.0
ORMDL2,1.0
SARNP,1.0
PCBP2,1.0
PCBP2-OT1,1.0
MAP3K12,1.0
AC023509.3,1.0
TARBP2,1.0
NPFF,1.0
ATF7,1.0
AC023509.2,1.0
AC023509.6,1.0
ATP5MC2,1.0
CALCOCO1,1.0
HOXC4,1.0
AC023794.3,1.0
SMUG1,1.0
AC010173.1,1.0
LINC02381,1.0
CBX5,1.0
SCAT2,1.0
AC078778.1,1.0
COPZ1,1.0
AC079313.2,1.0
ITGA5,1.0
GTSF1,1.0
NCKAP1L,1.0
PDE1B,1.0
AC122685.1,1.0
ITGA7,1.0
RDH5,1.0
AC009779.2,1.0
GDF11,1.0
AC023794.2,1.0
ATP5F1B,1.0
TUBA1C,1.0
AC011603.2,1.0
OVCH1-AS1,1.0
TMTC1,1.0
LINC02386,1.0
IPO8,1.0
AC012673.1,1.0
CAPRIN2,1.0
AC010198.1,1.0
DDX11-AS1,1.0
DDX11,1.0
AC024940.6,1.0
SINHCAF,1.0
AC024940.1,1.0
ETFBKMT,1.0
AMN1,1.0
AC023157.3,1.0
H3F3C,1.0
LINC02422,1.0
RESF1,1.0
AC016957.2,1.0
BICD1,1.0
AC026356.1,1.0
AC026356.2,1.0
FGD4,1.0
DNM1L,1.0
AC084824.5,1.0
YARS2,1.0
AC084824.3,1.0
AC046130.1,1.0
ALG10,1.0
ERGIC2,1.0
AC046130.2,1.0
AC009318.2,1.0
AC009318.1,1.0
ETFRF1,1.0
AC087239.1,1.0
LMNTD1,1.0
RASSF8-AS1,1.0
RASSF8,1.0
AC022509.2,1.0
AC024145.1,1.0
ITPR2,1.0
AC023051.1,1.0
INTS13,1.0
FGFR1OP2,1.0
TM7SF3,1.0
AC024896.1,1.0
MED21,1.0
AC092747.4,1.0
STK38L,1.0
ARNTL2,1.0
ARNTL2-AS1,1.0
SMCO2,1.0
PPFIBP1,1.0
AC009509.1,1.0
MRPS35,1.0
MANSC4,1.0
KLHL42,1.0
CCDC91,1.0
AC022364.1,1.0
AC012150.1,1.0
FAR2,1.0
AC009318.4,1.0
AC009318.3,1.0
AC140847.2,1.0
ALG10B,1.0
CPNE8-AS1,1.0
AC004241.1,1.0
SLC48A1,1.0
HDAC7,1.0
AC004466.1,1.0
VDR,1.0
AC121338.1,1.0
TMEM106C,1.0
AC004801.6,1.0
SENP1,1.0
PFKM,1.0
ASB8,1.0
CCDC184,1.0
AC024257.3,1.0
ZNF641,1.0
AC090115.1,1.0
KANSL2,1.0
CCNT1,1.0
ADCY6,1.0
CACNB3,1.0
DDX23,1.0
RND1,1.0
CCDC65,1.0
ARF3,1.0
WNT1,1.0
DDN-AS1,1.0
PRKAG1,1.0
KMT2D,1.0
RHEBL1,1.0
LMBR1L,1.0
RPAP3,1.0
AC008083.3,1.0
AC008083.2,1.0
PCED1B,1.0
KIF21A,1.0
ABCD2,1.0
AC121334.3,1.0
C12orf40,1.0
SLC2A13,1.0
AC006197.2,1.0
GXYLT1,1.0
YAF2,1.0
PPHLN1,1.0
ZCRB1,1.0
PRICKLE1,1.0
AC079601.1,1.0
PUS7L,1.0
IRAK4,1.0
TUBA1A,1.0
TWF1,1.0
AC025253.1,1.0
ANO6,1.0
AC079950.1,1.0
AC008124.1,1.0
ARID2,1.0
AC009464.1,1.0
SCAF11,1.0
SLC38A1,1.0
AC025031.3,1.0
SLC38A2,1.0
AC008014.1,1.0
AC025031.4,1.0
SLC38A4,1.0
AMIGO2,1.0
TMEM117,1.0
PTGES3,1.0
PRIM1,1.0
HSD17B6,1.0
METAP2,1.0
USP44,1.0
CCDC38,1.0
AMDHD1,1.0
HAL,1.0
AC007298.2,1.0
LTA4H,1.0
ELK3,1.0
AC008149.1,1.0
AC008149.2,1.0
CDK17,1.0
AC007513.1,1.0
CFAP54,1.0
NEDD1,1.0
AC016152.1,1.0
LINC02453,1.0
TMPO-AS1,1.0
TMPO,1.0
IKBIP,1.0
APAF1,1.0
ANKS1B,1.0
UHRF1BP1L,1.0
ACTR6,1.0
DEPDC4,1.0
SCYL2,1.0
GAS2L3,1.0
UTP20,1.0
ARL1,1.0
CHPT1,1.0
VEZT,1.0
SYCP3,1.0
FGD6,1.0
NDUFA12,1.0
AC010201.2,1.0
POC1B,1.0
GALNT4,1.0
POC1B-AS1,1.0
AC025034.1,1.0
ATP2B1,1.0
AC009522.1,1.0
LINC02404,1.0
LINC01619,1.0
AC123512.1,1.0
AC025164.1,1.0
LINC02391,1.0
C12orf74,1.0
EEA1,1.0
AC138123.1,1.0
NUDT4,1.0
UBE2N,1.0
MRPL42,1.0
SOCS2-AS1,1.0
SOCS2,1.0
CRADD,1.0
AC012085.2,1.0
PLXNC1,1.0
AC123567.2,1.0
AC073655.3,1.0
AC073655.2,1.0
CEP83,1.0
CEP83-DT,1.0
TMCC3,1.0
NR2C1,1.0
DRAM1,1.0
WASHC3,1.0
NUP37,1.0
BTBD11,1.0
PWP1,1.0
PRDM4,1.0
AC007622.2,1.0
FICD,1.0
SART3,1.0
AC008119.1,1.0
ISCU,1.0
AC007569.1,1.0
CORO1C,1.0
SSH1,1.0
AC087893.2,1.0
USP30,1.0
USP30-AS1,1.0
ALKBH2,1.0
UNG,1.0
AC007637.1,1.0
ACACB,1.0
MYO1H,1.0
KCTD10,1.0
UBE3B,1.0
MMAB,1.0
MVK,1.0
FAM222A,1.0
GLTP,1.0
TCHP,1.0
GIT2,1.0
AC084876.1,1.0
ANKRD13A,1.0
CRY1,1.0
MTERF2,1.0
TMEM263,1.0
AC007541.1,1.0
PARPBP,1.0
PMCH,1.0
HELLPAR,1.0
LINC02456,1.0
C12orf42,1.0
NT5DC3,1.0
C12orf73,1.0
TDG,1.0
GLT8D2,1.0
HCFC2,1.0
NFYB,1.0
TXNRD1,1.0
AC089983.1,1.0
EID3,1.0
AC010201.3,1.0
SLC41A2,1.0
C12orf45,1.0
ALDH1L2,1.0
WASHC4,1.0
APPL2,1.0
AC011313.1,1.0
NUAK1,1.0
CKAP4,1.0
TCP11L2,1.0
POLR3B,1.0
